Company Name,Ticker,Optionable,Sector,Industry,Market Cap ,Shares Outstanding ,Avg Volume,Last Close,Beta,52 Week High,52 Week Low,Price as a % of 52 Wk H-L Range
"Sportsman's Warehouse Holdings, Inc.",SPWH,YES,Retail-Wholesale,Retail - Apparel and Shoes,209.25,42.62,896117.19,4.91,-0.65,6.74,3.46,44.21
SunPower Corporation,SPWR,YES,Oils-Energy,Solar,1140.4,139.93,2034484.25,8.15,2.58,11.39,6.17,37.93
SPX Corporation,SPXC,YES,Auto-Tires-Trucks,Automotive - Replacement Parts,1332.69,42.78,257913.45,31.15,1.54,33.4,22.2,79.91
SPDR S&P 500 ETF,SPY,YES,Finance,Financial - Investment Funds,264897.25,1014.93,115088000,261,1,286.58,232.51,52.69
"Square, Inc.",SQ,YES,Computer and Technology,Internet - Software,18188.78,396.36,13919370,45.89,4.21,57.69,16.69,71.22
"Sequential Brands Group, Inc.",SQBG,YES,Consumer Discretionary,Shoes and Retail Apparel ,116.56,63.35,117063,1.84,-0.32,3.99,1.4,16.99
Sociedad Quimica y Minera S.A.,SQM,YES,Basic Materials,Fertilizers,13633.6,263.2,1054385.38,51.8,1.05,63.9,32.52,61.44
Sequans Communications S.A.,SQNS,YES,Computer and Technology,Electronics - Semiconductors,129.64,80.03,148190.7,1.62,2.36,4.64,1.49,4.13
Spire Inc.,SR,YES,Utilities,Utility - Gas Distribution,3521.87,48.34,222841.05,72.85,0.06,82.25,61.3,55.13
"Spirit Realty Capital, Inc.",SRC,YES,Finance,REIT and Equity Trust - Residential,3626.59,448.83,5280169,8.08,0.46,10.5,6.71,36.15
1st Source Corporation,SRCE,YES,Finance,Banks - Midwest,1356.31,26.89,65107.6,50.44,1.08,53.78,43.81,66.5
Synergy Resources Corporation,SRCI,YES,Oils-Energy,Oil and Gas - Exploration and Production - United States,2186.27,241.84,2722288.75,9.04,1.55,9.95,6.29,75.14
"Stericycle, Inc.",SRCL,YES,Business Services,Waste Removal Services,4885.44,85.54,832246.56,57.11,0.39,87,57.11,0
"Surmodics, Inc.",SRDX,YES,Medical,Medical - Products,506.09,13.2,50631.1,38.35,0.51,38.5,22.5,99.06
Sempra Energy,SRE,YES,Utilities,Utility - Gas Distribution,28540.14,255.32,1717334.63,111.78,0.49,122.23,103.36,44.62
"ServiceSource International, Inc.",SREV,YES,Computer and Technology,Computer - Software,336.49,90.46,331805.59,3.72,1,4.08,2.64,75
Seritage Growth Properties,SRG,YES,Finance,REIT and Equity Trust - Other,1278.01,36.89,348751.75,34.64,1.06,48.98,34.5,0.97
"Stoneridge, Inc.",SRI,YES,Computer and Technology,Electronics - Miscellaneous Components,798.06,28.18,389269.25,28.32,1.08,28.92,14.33,95.89
Sprague Resources LP,SRLP,YES,Oils-Energy,Oil and Gas - Refining and Marketing - Master Limited Partnerships,522.1,22.55,59278.55,23.15,1.38,30.1,23.15,0
"Sorrento Therapeutics, Inc.",SRNE,YES,Medical,Medical - Biomedical and Genetics,541.62,91.03,4441999,5.95,2.43,9.95,1.52,52.52
"Sarepta Therapeutics, Inc.",SRPT,YES,Medical,Medical - Biomedical and Genetics,4902.62,64.98,1173841.75,75.45,1.29,82.27,28.41,87.34
"ProNAi Therapeutics, Inc.",SRRA,YES,Medical,Medical - Drugs,147.79,71.39,408069.91,2.07,2.38,3.85,1.12,34.8
"StarTek, Inc.",SRT,YES,Business Services,Outsourcing,146.41,16.14,152341.25,9.07,0.21,14.44,8.5,9.6
South State Corporation,SSB,YES,Finance,Banks - Southeast,3099.14,36.78,154419.59,84.25,1.01,93.8,78.7,36.76
Seven Stars Cloud Group Inc.,SSC,YES,Computer and Technology,Internet - Software,216.93,68.86,1091760.75,3.15,1.66,5.92,1.38,38.99
"Simpson Manufacturing Company, Inc.",SSD,YES,Construction,Building Products - Miscellaneous,2626.02,46.69,198409.2,56.25,1.48,60.92,40.18,77.48
"Stage Stores, Inc.",SSI,YES,Retail-Wholesale,Retail - Apparel and Shoes,76.8,27.63,359086.94,2.78,0.89,2.99,1.51,85.81
Sasol Ltd.,SSL,YES,Oils-Energy,Oil and Gas - Integrated - International,22630.89,651.44,202694.91,34.74,0.9,38.21,27.14,68.65
"SS&C Technologies Holdings, Inc.",SSNC,YES,Computer and Technology,Computer - Software,11333.63,234.12,2207281,48.41,1.14,53.64,34.81,72.22
Samson Oil & Gas Limited,SSNYY,YES,Oils-Energy,Oil and Gas - Integrated - International,3.28,16.42,38442.8,0.2,2.7,0.59,0.12,16.86
E.W. Scripps Company (The),SSP,YES,Consumer Discretionary,Broadcast Radio and Television,948.01,81.51,487079.5,11.63,2,23.58,11.52,0.91
Silver Standard Resources Inc.,SSRM,YES,Basic Materials,Mining - Miscellaneous,1176.41,119.92,848804.13,9.81,-0.23,11.36,7.83,56.09
"Shutterstock, Inc.",SSTK,YES,Computer and Technology,Internet - Content,1715.75,34.75,276671.81,49.38,1.16,52.11,31.5,86.75
Seaspan Corporation,SSW,YES,Transportation,Transportation - Shipping,829.27,123.77,2098190.25,6.7,0.52,7.71,5.07,61.74
"Stratasys, Ltd.",SSYS,YES,Computer and Technology,Computer - Peripheral Equipment,1038.55,53.64,560187.75,19.36,1.34,30.66,18.23,9.13
Sensata Technologies Holding N.V.,ST,YES,Computer and Technology,Instruments - Control,8762.57,171.41,724056.06,51.12,1.51,57.01,39.24,66.85
STAAR Surgical Company,STAA,YES,Medical,Medical - Dental Supplies,588.14,41.42,91428.45,14.2,1.26,17.4,9.1,61.45
"Stag Industrial, Inc.",STAG,YES,Finance,REIT and Equity Trust - Other,2295.71,97.24,655132.94,23.61,1.09,28.82,22.58,16.51
iStar Financial Inc.,STAR,YES,Finance,REIT and Equity Trust,689.58,67.54,482436.09,10.21,0.95,12.58,9.91,11.24
"Extended Stay America, Inc.",STAY,YES,Consumer Discretionary,Hotels and Motels,3764.87,191.11,1159353.25,19.7,0.93,21.05,16.36,71.21
Student Transportation Inc,STB,YES,Transportation,Transportation - Services,712.88,95.24,864443.38,7.485,0.35,7.52,5.7,98.08
"S&T Bancorp, Inc.",STBA,YES,Finance,Banks - Northeast,1405.77,34.97,141616.34,40.2,0.83,43.05,32.78,72.25
State Bank Financial Corporation.,STBZ,YES,Finance,Banks - Southeast,1172.71,39.01,114846.45,30.06,0.93,31.42,24.78,79.52
Stewart Information Services Corporation,STC,YES,Finance,Insurance - Property and Casualty,1033.82,23.72,642375.19,43.59,0.88,47.71,35.18,67.12
"ModusLink Global Solutions, Inc",STCN,YES,Computer and Technology,Computers - IT Services,117.4,60.21,63382.9,1.95,0.61,2.62,1.49,40.71
STERIS plc,STE,YES,Medical,Medical - Instruments,7899.35,84.85,334391,93.1,1.12,95.85,69.22,89.67
State Auto Financial Corporation,STFC,YES,Finance,Insurance - Property and Casualty,1205.86,42.85,56309.15,28.14,0.84,30.23,23.36,69.58
"SunTrust Banks, Inc.",STI,YES,Finance,Banks - Major Regional,31455.72,468.3,3054351,67.17,1.33,72.85,52.3,72.36
"SunOpta, Inc.",STKL,YES,Consumer Staples,Food - Miscellaneous,629.34,86.81,203833.25,7.25,1.32,10.2,6.4,22.37
Sterling Bancorp,STL,YES,Finance,Banks - Northeast,4889.02,224.78,2063162.63,21.75,1.12,26.25,21.15,11.77
"Steel Dynamics, Inc.",STLD,YES,Basic Materials,Steel - Producers,10316.29,236.18,2359485.25,43.68,1.29,49.4,32.67,65.81
STMicroelectronics N.V.,STM,YES,Computer and Technology,Semiconductor - General,18944.95,896.59,2728057.5,21.13,0.8,25.06,14.31,63.44
"Stemline Therapeutics, Inc.",STML,YES,Medical,Medical - Biomedical and Genetics,489.41,30.21,423940.16,16.2,0.07,18.5,7.4,79.28
Stamps.com Inc.,STMP,YES,Retail-Wholesale,Internet - Commerce,3685.5,17.56,247859.91,209.85,0.07,229.85,103,84.23
Scorpio Tankers Inc.,STNG,YES,Transportation,Transportation - Shipping,613.83,326.51,3750056.75,1.88,1.39,4.57,1.88,0
Statoil ASA,STO,YES,Oils-Energy,Oil and Gas - Integrated - International,81916.06,3323.17,1854431.75,24.65,0.94,24.65,16.29,100
StoneMor Partners L.P.,STON,YES,Consumer Staples,Funeral Services,226.23,37.96,94827,5.96,0.02,9.98,4.84,21.79
STORE Capital Corporation,STOR,YES,Finance,REIT and Equity Trust - Retail,4880.42,194.28,1645434.88,25.12,0.12,26.37,19.77,81.06
"Strayer Education, Inc.",STRA,YES,Consumer Discretionary,Schools,1134.66,11.16,80161.8,101.66,0.84,104.03,75.97,91.55
Sterling Construction Company Inc,STRL,YES,Construction,Building Products - Heavy Construction,303.06,27.03,209332.34,11.21,0.41,17.97,8.73,26.84
State Street Corporation,STT,YES,Finance,Banks - Major Regional,36140.31,367.65,1627294.63,98.3,1.31,112.71,77.3,59.31
"STARWOOD PROPERTY TRUST, INC.",STWD,YES,Finance,REIT and Equity Trust,5481.18,261.38,1832817,20.97,0.31,22.97,19.72,38.46
Seagate Technology PLC,STX,YES,Computer and Technology,Computer- Storage Devices,16032.93,284.83,4077479.5,56.29,1.68,60.4,30.95,86.04
Constellation Brands Inc,STZ,YES,Consumer Staples,Beverages - Alcohol,44045.35,194.71,1613015,226.21,0.09,230.34,168.95,93.27
Suncor Energy  Inc.,SU,YES,Oils-Energy,Oil and Gas - Integrated - Canadian,59329.23,1638.93,3466858.75,36.2,0.82,38.12,28.35,80.35
"Sun Communities, Inc.",SUI,YES,Finance,REIT and Equity Trust - Residential,7235.11,79.88,427560.31,90.58,0.11,95.6,82.02,63.03
"Summit Materials, Inc.",SUM,YES,Construction,Building Products - Concrete and Aggregates,3157.54,110.36,1090551.38,28.61,1.71,33.66,24.26,46.28
Sunoco LP,SUN,YES,Oils-Energy,Oil and Gas - Refining and Marketing - Master Limited Partnerships,2613.85,98.9,386759.19,26.43,0.63,32.54,25.49,13.33
Solar Senior Capital Ltd.,SUNS,YES,Finance,Financial - SBIC & Commercial Industry,273.79,16.04,33531.2,17.07,0.59,18.34,16.1,43.3
"Sunworks, Inc.",SUNW,YES,Oils-Energy,Solar,22.69,23.15,78710.8,0.98,1.45,2.06,0.9,6.9
"Superior Industries International, Inc.",SUP,YES,Auto-Tires-Trucks,Automotive - Original Equipment,358.67,24.91,260149.41,14.4,1.15,24.75,13.05,11.54
"Supernus Pharmaceuticals, Inc.",SUPN,YES,Medical,Medical - Generic Drugs,2337.21,51.54,684144.5,45.35,1.11,49.65,31.05,76.88
"Sinovac Biotech, Ltd.",SVA,YES,Medical,Medical - Biomedical and Genetics,469.27,57.02,29957.85,8.23,0.11,8.68,4.64,88.86
"Mast Therapeutics, Inc.",SVRA,YES,Medical,Medical - Drugs,265.27,30.6,152387.45,8.67,0.04,16.76,4.71,32.86
SUPERVALU INC.,SVU,YES,Consumer Staples,Food - Miscellaneous,589.96,38.41,1352798.5,15.36,1.29,29.53,13.73,10.32
"Firsthand Technology Value Fund, Inc.",SVVC,YES,Finance,Financial - SBIC & Commercial Industry,77.4,7.3,37147.85,10.6,0.92,12.53,7.33,62.88
"Sierra Wireless, Inc.",SWIR,YES,Computer and Technology,Wireless Equipment,584.55,35.97,287410.34,16.25,2.77,31.8,15.55,4.31
"Stanley Black & Decker, Inc.",SWK,YES,Industrial Products,Manufacturing - Tools & Related Products,23044.29,154.11,1031374.31,149.53,0.99,175.91,130.57,41.82
"Skyworks Solutions, Inc.",SWKS,YES,Computer and Technology,Semiconductors - Radio Frequency,17491.52,182.16,1775971.38,96.02,0.63,116.33,94.09,8.68
"Schweitzer-Mauduit International, Inc.",SWM,YES,Consumer Staples,Tobacco,1211.46,30.77,188092.45,39.37,1.31,47.86,36.53,25.07
Southwestern Energy Company,SWN,YES,Oils-Energy,Oil and Gas - Exploration and Production - United States,2506.76,587.06,14635253,4.27,0.79,8.4,3.5,15.71
Southwest Gas Corporation,SWX,YES,Utilities,Utility - Gas Distribution,3343.21,48.16,268569.19,69.42,0.53,86.23,64.14,23.9
"SunCoke Energy, Inc.",SXC,YES,Oils-Energy,Coal,675.77,64.54,519137.09,10.47,1.13,13.35,7.93,46.86
"SunCoke Energy Partners, L.P.",SXCP,YES,Oils-Energy,Coal,818.22,46.23,154669.5,17.7,1.38,21.7,15.1,39.39
"Southcross Energy Partners, L.P.",SXE,YES,Oils-Energy,Oil and Gas - Production and Pipelines,130.37,79.49,135714.09,1.64,4.23,4.64,1.52,3.85
Standex International Corporation,SXI,YES,Industrial Products,Manufacturing - General Industrial ,1243.82,12.83,42411.55,96.95,1.54,108.8,85.3,49.57
Sensient Technologies Corporation,SXT,YES,Basic Materials,Chemical - Specialty,3006.07,43.16,272874.66,69.65,0.93,83.35,67.56,13.24
"Stock Yards Bancorp, Inc.",SYBT,YES,Finance,Banks - Southeast,804.12,22.72,56910.5,35.4,0.65,43.75,32.25,27.39
Synchrony Financial,SYF,YES,Finance,Financial - Miscellaneous Services,25740.95,760.22,6308593,33.86,1.12,40.21,26.5,53.68
Stryker Corporation,SYK,YES,Medical,Medical - Products,58837.53,374.64,1068064.25,157.05,0.7,168.91,129.93,69.57
"Sykes Enterprises, Incorporated",SYKE,YES,Business Services,Outsourcing,1225.62,42.9,156816.25,28.57,0.83,34.32,25.87,31.95
Symantec Corporation,SYMC,YES,Computer and Technology,Computer - Software,16147.57,621.54,5166208,25.98,0.87,34.16,25.2,8.71
Synaptics Incorporated,SYNA,YES,Computer and Technology,Electronics - Semiconductors,1451.7,34.5,410785.16,42.08,0.91,64.25,34.54,25.38
"Synacor, Inc.",SYNC,YES,Computer and Technology,Internet - Services,56.26,38.8,138280.84,1.45,0.62,3.9,1.45,0
"INC Research Holdings, Inc.",SYNH,YES,Medical,Medical Services,3785.94,104.58,963046.19,36.2,0.8,60.65,31.7,15.54
Synalloy Corporation,SYNL,YES,Industrial Products,Steel - Pipe and Tube,123.48,8.76,16012.25,14.1,0.1,15.25,10.3,76.77
"Syntel, Inc.",SYNT,YES,Computer and Technology,Computer - Services,2073.3,82.96,385320.41,24.99,0.74,27.44,15.95,78.68
"Syros Pharmaceuticals, Inc.",SYRS,YES,Medical,Medical - Biomedical and Genetics,406.61,32.19,173449.66,12.63,-2.83,23.75,8.45,27.32
Systemax Inc.,SYX,YES,Retail-Wholesale,Retail - Consumer Electronics,1052.46,37.07,79941.05,28.39,0.25,34.52,11.68,73.16
Sysco Corporation,SYY,YES,Consumer Staples,Food - Miscellaneous,31236.84,521.92,3559789.5,59.85,0.55,64.12,49.11,71.55
AT&T Inc.,T,YES,Computer and Technology,Wireless National,215908.63,6139,23833804,35.17,0.39,40.59,32.86,29.88
TravelCenters of America LLC,TA,YES,Retail-Wholesale,Retail - Convenience Stores,140,40,125818.7,3.5,1.72,6.35,3.1,12.31
"Del Taco Restaurants, Inc.",TACO,YES,Retail-Wholesale,Retail - Restaurants,413.67,38.44,438299.16,10.76,-0.02,15.91,10.2,9.81
TransAct Technologies Incorporated,TACT,YES,Computer and Technology,Computer - Peripheral Equipment,94.43,7.49,33658.35,12.6,1.04,15.55,7.9,61.44
"Tahoe Resources, Inc.",TAHO,YES,Basic Materials,Mining - Silver,1532.6,312.78,2256758.75,4.9,0.18,9.47,3.84,18.83
TAL Education Group,TAL,YES,Consumer Discretionary,Schools,17687.03,488.86,4058619.25,36.18,0.34,41.23,17.03,79.14
Molson Coors Brewing  Company,TAP,YES,Consumer Staples,Beverages - Alcohol,15774.39,215.56,2098438,73.18,0.81,96.86,72.16,4.13
Taro Pharmaceutical Industries Ltd.,TARO,YES,Medical,Medical - Drugs,3914.76,40.1,83351.35,97.62,0.62,126.38,95.91,5.61
"Carrols Restaurant Group, Inc.",TAST,YES,Retail-Wholesale,Retail - Restaurants,414.72,36.54,245224.59,11.35,0.26,14.25,10,31.76
Transatlantic Petroleum Ltd,TAT,YES,Oils-Energy,Oil and Gas - Integrated - United States,72.55,50.38,72084.2,1.44,1.56,1.77,0.63,71.17
"The Bancorp, Inc.",TBBK,YES,Finance,Banks - Northeast,583.43,56.21,277119.31,10.38,1.09,11.29,4.75,86.09
"TrueBlue, Inc.",TBI,YES,Business Services,Staffing Firms,1080.65,41.09,238720.41,26.3,2.15,29.3,19.55,69.23
Territorial Bancorp Inc.,TBNK,YES,Finance,Banks - Northeast,285.99,9.73,20036.55,29.39,0.26,32.83,28.25,24.89
"Theravance Biopharma, Inc.",TBPH,YES,Medical,Medical - Drugs,1218.14,54.8,263411.56,22.23,1.81,42.56,22.23,0
Triangle Capital Corporation,TCAP,YES,Finance,Financial - SBIC & Commercial Industry,550.84,48.03,500270.34,11.47,0.77,19.03,9.25,22.7
"Texas Capital Bancshares, Inc.",TCBI,YES,Finance,Banks - Southwest,4496.81,49.66,543382.25,90.55,1.78,100.05,69.95,68.44
TriCo Bancshares,TCBK,YES,Finance,Banks - West,842.04,22.96,84321.45,36.68,0.86,43.42,33.05,35.01
TCF Financial Corporation,TCF,YES,Finance,Banks - Midwest,3797.07,170.96,1620390.25,22.21,1.05,23.66,14.76,83.71
"Tactile Systems Technology, Inc.",TCMD,YES,Medical,Medical - Instruments,569.31,18.03,150295.5,31.57,0.42,36.79,17.11,73.48
"Taubman Centers, Inc.",TCO,YES,Finance,REIT and Equity Trust - Retail,3495.59,60.91,509223.69,57.39,0.54,66.64,46.3,54.52
"TC PipeLines, LP",TCP,YES,Oils-Energy,Oil and Gas - Production Pipeline - MLB,2219.76,71.31,520021.06,31.13,1.13,60.88,31.13,0
TCP Capital Corp.,TCPC,YES,Finance,Financial - SBIC & Commercial Industry,844.46,58.85,281144.34,14.35,0.67,17.33,13.75,16.76
"THL Credit, Inc.",TCRD,YES,Finance,Financial - SBIC & Commercial Industry,260.41,32.67,179194.2,7.97,1.04,10.23,7.75,8.87
Container Store (The),TCS,YES,Consumer Discretionary,Consumer Products - Discretionary,270.16,48.33,196863.59,5.59,1.49,6.28,3.56,74.63
Tucows Inc.,TCX,YES,Computer and Technology,Internet - Content,615.75,10.59,61272.55,58.15,0.68,70.05,50,40.65
Toronto Dominion Bank (The),TD,YES,Finance,Banks - Foreign,103089.93,1845.18,1391025.25,55.87,0.94,60.81,45.74,67.22
Teradata Corporation,TDC,YES,Computer and Technology,Computer- Storage Devices,4789.72,122,934878.63,39.26,1.18,42.59,27.26,78.28
"Teladoc, Inc.",TDOC,YES,Medical,Medical Services,2388.81,61.73,808364.38,38.7,0.36,44.05,22.85,74.76
"Telephone and Data Systems, Inc.",TDS,YES,Utilities,Wireline - National,3118,111.12,725493.13,28.06,0.81,29.85,24.3,67.75
Atlassian Corporation PLC,TEAM,YES,Computer and Technology,Internet - Software,5567.59,99.6,931830.69,55.9,2.29,61.8,31.22,80.71
Tech Data Corporation,TECD,YES,Retail-Wholesale,Retail - Computer Hardware,3001.61,38.16,545851.56,78.65,0.86,110.29,77.58,3.27
Bio-Techne Corp,TECH,YES,Medical,Medical - Biomedical and Genetics,5483.57,37.47,162252.91,146.33,0.7,151.04,99.85,90.8
Teck Resources Ltd,TECK,YES,Basic Materials,Mining - Miscellaneous,14787.4,565.7,2336017.5,26.14,1.5,30.64,14.94,71.34
Telefonica SA,TEF,YES,Utilities,Diversified Communication Services,51713.63,5192.13,1169279.88,9.96,1.22,11.63,9.22,30.7
"Tallgrass Energy GP, LP",TEGP,YES,Oils-Energy,Energy and Pipeline - Master Limited Partnerships,3457.5,184.79,598210.31,18.71,1.89,28.92,17.63,9.57
TE Connectivity Ltd.,TEL,YES,Computer and Technology,Electronics - Miscellaneous Components,33803.61,351.21,1314591.75,96.25,1.07,105.75,71.93,71.91
Magellan Petroleum Corporation,TELL,YES,Oils-Energy,Oil and Gas - Refining and Marketing,1815.72,228.39,1620062.13,7.95,1.47,13.32,6.56,20.56
Tenneco Inc.,TEN,YES,Auto-Tires-Trucks,Automotive - Original Equipment,2856.89,51.43,348363.34,55.55,1.8,65.29,51.74,28.12
"Tenax Therapeutics, Inc.",TENX,YES,Medical,Medical - Biomedical and Genetics,10.15,1.43,493038.25,7.11,1.58,14.8,4.64,24.31
Telecom Argentina Stet - France Telecom S.A.,TEO,YES,Utilities,Wireline Non-US,5993.29,193.83,158455.59,30.92,1.13,39.7,22.25,49.69
"Tallgrass Energy Partners, LP",TEP,YES,Oils-Energy,Oil and Gas - Production and Pipelines,2799.89,73.2,464927.94,38.25,1.02,53.68,35.2,16.5
"Teradyne, Inc.",TER,YES,Computer and Technology,Electronics - Testing Equipment,8285.92,195.42,2101385.5,42.4,1.13,49.92,29.69,62.83
"TerraForm Power, Inc.",TERP,YES,Utilities,Utility - Electric Power,1643.76,148.09,672688.44,11.1,1.02,13.96,10.27,22.49
Teva Pharmaceutical Industries Ltd.,TEVA,YES,Medical,Medical - Generic Drugs,17419.1,1016.88,9662575,17.13,0.67,33.31,11.23,26.72
Terex Corporation,TEX,YES,Industrial Products,Manufacturing - Construction and Mining,2923.29,81,1273726.63,36.09,1.8,49.79,31.06,26.85
SPDR Nuveen Bloomberg Barclays Municipal Bond ETF,TFI,YES,Finance,Financial - Investment Funds,2555.49,53.45,465667.94,47.81,-0.06,49.42,47.67,8
TFS Financial Corporation,TFSL,YES,Finance,Financial - Savings and Loan,4137.07,280.86,170837.34,14.73,0.39,16.95,14.41,12.6
Teleflex Incorporated,TFX,YES,Medical,Medical - Instruments,11183.93,45.05,315189.91,248.26,1.18,287.65,193.06,58.36
Tredegar Corporation,TG,YES,Basic Materials,Chemical - Plastic,571.16,33.01,91800.8,17.3,1.41,20.25,14.85,45.37
Taseko Mines Limited,TGB,YES,Basic Materials,Mining - Miscellaneous,254.4,227.15,625630.75,1.12,2.64,2.37,1,8.71
Textainer Group Holdings Limited,TGH,YES,Transportation,Transportation - Equipment and Leasing,950.67,57.1,188799.8,16.65,2.5,26.4,9.75,41.44
TEGNA Inc.,TGNA,YES,Consumer Discretionary,Broadcast Radio and Television,2350.07,215.6,2335250.25,10.9,1.57,26.11,10.86,0.26
Teekay LNG Partners L.P.,TGP,YES,Transportation,Transportation - Shipping,1433.28,79.63,165603.45,18,1.15,21.25,14.05,54.86
Transportadora De Gas Sa Ord B,TGS,YES,Oils-Energy,Oil and Gas - Production and Pipelines,3203.4,158.9,130073.15,20.16,1.22,23.74,14.7,60.4
Target Corporation,TGT,YES,Retail-Wholesale,Retail - Discount Stores,38854.58,543.57,5144771,71.48,0.72,78.58,50.18,75
"TG Therapeutics, Inc.",TGTX,YES,Medical,Medical - Products,990.09,75.58,1142550.25,13.1,1.2,16.8,7.35,60.85
Tenet Healthcare Corporation,THC,YES,Medical,Medical - Hospital,2400.3,101.11,2007562.38,23.74,0.8,25.12,12.65,88.93
iShares MSCI Thailand Capped ETF,THD,YES,Finance,Financial - Investment Funds,462.17,4.75,230139.5,97.3,0.66,101.73,76.73,82.28
First Financial Corporation Indiana,THFF,YES,Finance,Banks - Midwest,519.61,12.26,25879.65,42.4,0.93,50.95,41.55,9.04
"The Hanover Insurance Group, Inc.",THG,YES,Finance,Insurance - Property and Casualty,4982.25,42.5,298815.16,117.24,0.96,120.84,80.59,91.06
"Thor Industries, Inc.",THO,YES,Construction,Building Products - Mobile Homes and RV Builders,5901.31,52.69,897681.69,111.99,1.36,157.02,89.41,33.4
"Thermon Group Holdings, Inc.",THR,YES,Computer and Technology,Instruments - Control,734.67,32.46,86550.7,22.63,0.9,24.67,15.99,76.5
Gentherm Inc,THRM,YES,Auto-Tires-Trucks,Automotive - Original Equipment,1275.67,36.76,208159.5,34.7,1.71,40.7,29.9,44.44
"TreeHouse Foods, Inc.",THS,YES,Consumer Staples,Food - Miscellaneous,2221.22,56.48,591323.06,39.33,0.52,89.94,37.35,3.77
Telecom Italia S.P.A.,TI,YES,Utilities,Diversified Communication Services,22292.46,2123.09,255754.45,10.5,0.8,10.55,7.84,98.15
"TIER REIT, Inc.",TIER,YES,Finance,REIT and Equity Trust - Other,875.58,47.79,137203.5,18.32,0.75,20.58,16.15,48.98
Tiffany & Co.,TIF,YES,Retail-Wholesale,Retail - Jewelry,11938.09,124.28,2517128,96.06,1.77,109.88,85.03,44.39
"Interface, Inc.",TILE,YES,Consumer Discretionary,Textile - Home Furnishing,1480.46,59.34,422512.59,24.95,1.2,26.15,18.4,84.52
iShares TIPS Bond ETF,TIP,YES,Finance,Financial - Investment Funds,24838.29,220.1,1409598.63,112.85,0.03,115.23,111.39,38.02
Orchids Paper Products Company,TIS,YES,Basic Materials,Paper and Related Products,82.8,10.67,90576.6,7.76,1.51,25.51,7.42,1.88
"Team, Inc.",TISI,YES,Business Services,Building Products - Maintenance Service,453.2,29.91,779389.13,15.15,1.61,28.7,10.7,24.72
Titan Machinery Inc.,TITN,YES,Retail-Wholesale,Automotive - Retail and Whole Sales,475.03,22.09,272400.06,21.5,1.45,24.07,11.95,78.79
TiVo Corporation,TIVO,YES,Computer and Technology,Internet - Services,1739.97,122.97,958127.69,14.15,-0.21,19.85,13.15,14.93
"The TJX Companies, Inc.",TJX,YES,Retail-Wholesale,Retail - Discount Stores,52234.52,632.3,3556638.75,82.61,0.67,84.96,66.9,86.99
Teekay Corporation,TK,YES,Transportation,Transportation - Shipping,741.01,90.26,909099.88,8.21,1.33,10.74,5.26,53.83
Turkcell Iletisim Hizmetleri AS,TKC,YES,Computer and Technology,Wireless Non-US ,7849.6,880,347533.5,8.92,1.02,11.13,7.83,33.03
Timken Company (The),TKR,YES,Industrial Products,Metal Products - Procurement and Fabrication,3500.83,77.88,843487.81,44.95,1.48,55.5,42.6,18.22
"Teligent, Inc.",TLGT,YES,Medical,Medical - Generic Drugs,143.91,53.5,1011184.63,2.69,0.72,9.41,2.48,3.03
"PT Telekomunikasi Indonesia, Tbk",TLK,YES,Utilities,Diversified Communication Services,27185.76,1008,450772.09,26.97,0.53,36.12,26.1,8.68
TransMontaigne Partners L.P.,TLP,YES,Oils-Energy,Oil and Gas - Production and Pipelines,594.36,16.18,42478.5,36.74,0.19,47.45,34.79,15.4
"Tailored Brands, Inc.",TLRD,YES,Consumer Discretionary,Textile - Apparel,1348.27,49.24,1293987.63,27.38,1.76,28.31,9.45,95.07
iShares 20+ Year Treasury Bond ETF,TLT,YES,Finance,Financial - Investment Funds,7096.05,58.5,7967034.5,121.3,-0.24,129.28,116.74,36.36
"Tilly's, Inc.",TLYS,YES,Retail-Wholesale,Retail - Apparel and Shoes,337.21,28.85,229072.05,11.69,-0.24,16.5,8.34,41.05
Toyota Motor Corporation,TM,YES,Auto-Tires-Trucks,Automotive - Foreign,185362.78,1469.15,212221.41,126.17,0.75,140.72,103.82,60.57
Taylor Morrison Home Corporation,TMHC,YES,Construction,Building Products - Home Builders,2588.74,112.11,888000.88,23.09,1.42,28.41,19.83,37.99
Torchmark Corporation,TMK,YES,Finance,Insurance - Life Insurance,9485.91,114.08,665215.81,83.15,0.95,93.32,74.11,47.06
Thermo Fisher Scientific Inc.,TMO,YES,Medical,Medical - Instruments,84193.86,401.78,1425608.88,209.55,1.15,224.11,152.18,79.76
Tompkins Financial Corporation,TMP,YES,Finance,Banks - Northeast,1150.07,15.3,51088.8,75.17,0.77,89.99,72.2,16.69
Trilogy Metals Inc.,TMQ,YES,Basic Materials,Mining - Miscellaneous,131.04,106.54,81304.6,1.23,0.3,1.56,0.56,66.89
Timken Steel Corporation,TMST,YES,Basic Materials,Steel - Producers,665.36,44.48,345454.5,14.96,2.04,19.73,12.83,30.87
"T-Mobile US, Inc.",TMUS,YES,Computer and Technology,Wireless National,51043.57,854.43,3508869.25,59.74,0.42,68.32,55.36,33.8
"Telenav, Inc.",TNAV,YES,Computer and Technology,Wireless National,227.21,44.55,75327.5,5.1,0.94,9.15,4.6,10.99
Tennant Company,TNC,YES,Industrial Products,Manufacturing - General Industrial ,1218.61,17.88,109159.2,68.15,0.86,76.3,60.2,49.38
